CreditScore,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Churn,Geography_Germany,Geography_Spain
630,1,37,6,0,2,1,1,82647,0,0,0
564,0,30,0,100954,2,0,0,134175,0,1,0
625,0,51,4,124620,2,1,0,92243,1,0,0
677,0,34,4,0,2,1,1,6175,0,0,1
583,1,40,9,112701,1,0,0,29213,0,0,0
592,1,45,8,84692,1,0,1,67214,0,0,1
637,1,49,2,108204,1,1,0,169037,1,1,0
850,1,30,6,86449,1,1,1,188809,0,0,0
633,1,42,10,0,1,0,1,79408,0,0,1
751,1,36,5,73194,1,1,1,89222,0,1,0
592,1,31,7,124593,1,1,0,86079,0,1,0
716,1,50,2,119655,1,1,1,12944,1,1,0
641,1,42,3,121765,2,1,1,166516,0,1,0
849,1,35,4,110837,1,0,0,126419,0,0,0
647,1,47,10,99835,1,0,1,89103,0,0,1
608,0,30,2,91057,2,1,0,132973,0,1,0
555,0,26,7,0,2,1,0,93122,0,0,0
497,1,27,7,149400,1,0,0,167522,0,0,1
599,1,38,9,89111,1,0,0,157239,0,1,0
545,1,33,1,132527,2,0,1,107429,0,1,0
774,0,36,9,114997,1,1,0,75304,0,0,0
464,1,46,6,161798,1,1,0,182944,0,0,0
696,0,27,2,96129,2,1,1,5983,0,1,0
667,1,45,3,0,2,0,0,163655,0,0,1
812,1,32,5,133050,2,1,0,89385,0,0,0
516,1,51,8,120124,2,0,1,168773,0,0,0
645,1,39,8,0,2,0,0,96864,0,0,0
664,1,32,5,133705,1,0,0,134455,0,0,1
427,0,39,9,0,2,1,0,28368,0,0,1
685,0,40,7,0,2,1,0,103898,0,0,0
585,0,33,4,152805,1,1,0,63239,0,0,0
519,0,21,1,151701,3,1,1,170138,1,1,0
708,0,67,1,0,2,0,1,3837,0,0,0
717,0,22,5,112465,1,1,1,92977,0,0,0
465,1,24,6,156007,1,1,0,191368,0,1,0
829,1,28,3,132405,3,1,0,104889,1,1,0
826,1,26,5,142662,1,0,0,60285,0,0,0
747,1,36,8,102603,2,1,1,180693,0,1,0
707,1,32,9,0,2,1,0,126475,0,0,1
590,1,37,1,0,2,0,0,133535,0,0,1
603,1,57,6,105000,2,1,1,87412,1,0,1
615,1,45,5,0,2,1,1,164886,0,0,0
634,0,36,1,69518,1,1,0,116238,0,0,0
716,1,41,8,126145,2,1,1,138051,0,1,0
647,1,41,4,138937,1,1,1,101617,1,0,0
591,0,44,10,113581,1,1,0,1985,0,1,0
574,1,34,1,112572,1,0,0,165626,0,0,0
467,1,51,10,114514,2,1,0,177784,1,1,0
701,0,35,2,0,2,1,1,65765,0,0,0
747,0,34,10,0,2,1,1,50759,0,0,0
650,1,32,2,84906,1,1,0,163216,0,0,0
731,0,39,2,126816,1,1,1,74850,0,0,1
638,0,26,1,105249,2,1,1,23491,0,1,0
569,1,41,2,0,2,1,0,134272,0,0,1
459,1,50,5,109387,1,1,0,155721,0,1,0
632,1,23,3,122478,1,1,0,147230,1,1,0
683,0,73,8,137732,2,1,1,133210,0,0,0
850,0,46,2,157866,1,1,1,18986,0,0,0
512,0,41,6,0,1,1,1,100507,0,0,0
616,0,31,3,136789,1,1,0,59346,1,0,0
664,1,36,1,0,2,1,1,95372,0,0,0
694,1,30,10,144684,1,1,1,31805,0,0,0
655,1,24,9,107065,1,1,1,51959,0,0,0
607,0,33,8,91301,1,0,1,130824,0,0,0
684,1,39,4,207034,2,0,0,157694,1,0,1
763,1,37,8,0,2,1,1,933,0,0,1
671,1,50,8,0,1,0,1,2560,0,0,1
592,1,38,3,0,1,1,1,12905,1,0,1
666,0,36,6,0,2,1,0,176692,0,0,1
667,1,34,5,0,2,1,1,102908,0,0,0
850,1,36,6,0,2,0,1,41291,0,0,1
622,1,42,9,0,2,1,0,119127,0,0,1
577,0,30,8,92472,2,0,1,126434,0,0,0
555,1,21,1,0,2,0,0,103901,0,0,1
547,1,62,10,127738,2,1,1,85153,0,0,0
613,0,50,5,101242,2,1,0,12493,0,1,0
672,0,43,4,92599,2,1,1,167336,0,0,0
624,0,36,10,0,2,0,1,186180,0,0,1
698,0,50,1,0,4,1,0,88566,1,0,1
606,1,37,6,82373,1,0,0,172526,1,0,0
720,1,31,4,141356,1,0,0,137985,0,0,1
835,1,23,9,0,1,1,0,19793,1,0,0
771,0,47,3,72664,2,1,1,107874,0,0,1
811,0,47,3,123365,2,0,0,171995,0,0,0
734,1,33,5,121898,1,1,0,61829,0,1,0
548,1,33,6,0,1,1,1,31728,0,0,1
652,0,31,3,103696,3,0,0,155221,1,0,0
707,1,33,2,0,2,0,0,130866,0,0,0
605,0,56,1,74129,2,1,1,62199,1,1,0
623,0,34,9,0,1,1,0,24255,0,0,0
686,1,29,3,185379,1,1,0,64679,0,1,0
525,0,47,1,118087,1,1,0,88120,1,1,0
657,1,41,8,109402,1,1,1,66463,0,0,1
730,0,33,7,130367,1,1,0,15142,1,1,0
816,0,34,2,108410,2,1,0,102908,0,1,0
484,0,50,2,90408,2,0,0,48170,0,0,0
728,0,34,6,90425,2,1,1,11597,0,0,0
730,0,39,6,140094,1,1,0,172450,1,0,1
477,1,31,9,0,2,0,1,184061,0,0,1
663,0,46,6,95439,1,1,1,21038,1,1,0
549,1,34,6,204017,2,1,0,109538,0,1,0
714,1,29,9,0,2,1,0,129192,0,0,1
430,1,49,3,137115,1,1,0,146516,1,1,0
504,1,43,5,134740,2,1,0,181430,0,1,0
530,0,29,5,0,2,0,0,121451,0,0,0
619,1,29,4,98955,1,0,1,131712,0,1,0
617,1,44,9,49157,2,1,0,53294,0,1,0
791,1,31,1,130240,1,0,0,96546,0,1,0
609,1,48,1,108019,3,1,1,184524,1,0,0
780,1,51,4,126725,1,1,0,195259,1,1,0
777,0,34,5,96693,1,1,1,172618,0,1,0
817,0,27,7,129810,1,1,1,59259,0,1,0
850,1,58,8,156652,1,0,0,25899,1,0,0
732,0,36,9,0,1,0,0,3749,1,0,0
693,1,40,4,130661,1,1,1,101918,0,0,0
576,0,50,8,0,2,1,1,57802,0,0,0
643,1,37,6,0,2,0,0,142454,0,0,0
757,1,47,3,130747,1,1,0,143829,0,0,0
569,1,30,6,106629,1,0,1,44114,0,1,0
772,1,36,3,112029,1,1,1,186948,0,0,1
576,1,29,7,130575,1,0,1,173629,0,1,0
608,1,28,4,96679,1,1,1,49133,0,1,0
794,1,33,0,0,2,0,0,178122,0,0,0
593,1,50,6,171740,1,0,0,20893,0,0,0
597,1,38,1,0,2,1,0,41303,0,0,1
541,0,39,9,100116,1,1,1,199808,1,1,0
692,1,24,2,120596,1,0,1,180490,0,1,0
697,0,48,1,0,2,1,1,87400,0,0,0
768,1,29,2,95984,2,1,1,73686,0,0,0
802,1,38,1,142557,1,1,1,172497,0,0,0
584,1,47,5,0,2,1,0,89286,0,0,0
614,1,66,2,0,2,0,1,180082,0,0,1
850,0,36,6,143644,1,1,0,22102,1,1,0
671,0,38,6,132129,1,0,1,76068,0,0,0
626,0,52,0,0,2,1,0,32159,1,0,0
770,0,68,2,183555,1,0,0,159557,1,0,0
633,1,38,2,91902,2,1,1,107673,0,0,0
663,1,40,6,156218,1,0,1,33607,0,0,0
581,0,43,5,93259,3,1,0,141035,1,1,0
561,0,45,2,168085,2,0,1,115719,0,1,0
479,1,51,1,107714,3,1,0,86128,1,1,0
769,0,31,6,117852,2,1,0,147668,0,0,0
659,1,60,2,0,1,1,0,177480,1,0,1
590,0,51,10,84474,2,1,1,190937,0,0,1
560,1,50,3,0,2,1,0,84531,0,0,0
437,1,35,6,126803,2,1,1,161133,0,1,0
661,0,34,0,0,2,1,0,185555,0,0,0
677,0,36,10,68806,1,1,0,33075,0,1,0
560,0,31,3,115141,1,1,0,39806,0,0,0
578,0,35,2,0,2,0,1,26389,0,0,0
421,1,34,6,90723,1,1,1,12162,0,0,1
492,0,49,2,151249,2,1,1,167237,0,1,0
545,0,32,6,0,2,1,1,52067,0,0,0
640,0,43,9,94752,1,1,0,184006,1,1,0
624,0,34,6,0,1,1,0,582,1,0,1
577,1,28,7,0,1,1,0,143274,0,0,1
704,1,31,5,132084,3,1,1,54474,1,0,0
523,1,45,5,0,2,1,1,121428,0,0,0
793,1,35,2,0,2,1,1,79704,0,0,0
564,0,53,2,45472,1,1,1,41055,1,0,0
711,1,33,1,0,1,0,0,41590,0,0,0
791,0,33,10,130229,2,0,0,54019,1,1,0
629,0,38,9,123948,1,1,0,76053,0,1,0
729,1,39,6,127415,1,1,1,184977,1,1,0
651,1,35,8,110067,1,1,0,127678,1,1,0
695,1,39,4,65521,1,1,1,1243,0,0,1
847,1,31,5,0,2,1,1,76326,0,0,1
704,1,47,5,0,2,1,1,145338,0,0,0
613,1,33,3,155736,2,1,1,57751,0,1,0
692,0,29,4,0,2,0,0,138880,0,0,1
720,0,34,3,118307,2,1,1,136120,0,0,0
577,1,41,6,0,1,1,1,167621,0,0,0
710,0,24,7,103099,2,1,0,173276,0,1,0
716,0,38,1,0,2,1,1,99661,0,0,0
410,1,33,6,125789,1,0,0,66333,1,0,0
584,0,36,4,109646,1,1,1,70240,0,1,0
792,1,30,1,127187,1,1,1,113553,0,0,0
605,0,36,6,0,1,0,1,690,0,0,0
486,1,24,1,0,1,1,0,98802,0,0,1
615,1,41,4,130385,1,0,1,130661,0,0,0
676,1,23,1,107787,1,0,1,116378,0,0,0
571,1,34,1,99325,2,0,1,186052,0,0,0
850,0,37,9,0,1,0,0,100101,0,0,0
717,1,48,7,123764,1,1,1,169952,0,0,0
642,0,39,8,128264,1,1,0,61792,1,1,0
780,1,47,7,86006,1,1,1,37973,0,0,1
492,0,38,8,57068,2,1,0,188974,0,1,0
760,1,29,5,103607,2,0,1,86334,0,1,0
500,1,40,1,99004,1,1,1,152845,0,0,1
654,0,36,2,0,2,1,1,146652,0,0,1
606,0,25,3,147386,3,1,0,45482,1,0,1
367,1,42,6,93608,1,1,0,168816,1,0,1
799,1,38,2,0,2,1,1,59297,0,0,1
434,1,71,9,119496,1,1,0,125848,0,1,0
719,0,32,7,0,1,0,0,76264,0,0,1
641,0,37,2,0,2,1,0,3939,0,0,0
461,0,25,6,0,2,1,1,15306,0,0,1
790,0,25,5,152885,1,1,0,58214,0,1,0
588,1,31,4,99607,2,0,1,35877,0,0,0
621,1,27,4,137003,1,1,0,21254,0,0,0
768,1,48,3,122831,1,1,1,24533,1,1,0
681,1,38,2,99811,2,1,0,23531,0,0,1
606,1,37,8,154712,2,1,0,89099,0,0,1
542,1,37,8,0,1,1,1,807,0,0,1
713,0,24,7,147687,1,1,1,121592,0,1,0
597,0,33,2,0,2,1,1,4700,0,0,1
635,1,27,3,127009,1,1,0,161909,0,0,0
599,1,61,1,124737,1,0,1,90389,1,1,0
496,0,44,0,179356,2,1,0,2919,1,0,1
759,1,31,8,0,2,1,1,99086,0,0,1
757,1,31,1,127320,3,1,0,163170,0,1,0
564,1,31,0,125175,1,1,1,72757,0,0,1
561,0,22,6,186788,2,1,0,73286,0,0,0
702,1,40,3,148556,1,0,1,146056,0,0,0
678,0,40,8,128644,1,0,0,167673,0,1,0
707,0,46,7,127476,2,1,1,146011,0,0,0
610,0,27,9,159561,1,0,1,103381,0,0,0
744,1,42,1,112419,1,1,1,83022,0,0,0
598,1,28,8,129991,2,0,1,46041,0,0,0
562,1,36,5,0,1,0,1,182843,0,0,1
621,0,59,2,0,2,1,1,171364,0,0,1
659,0,50,3,0,1,1,0,183399,1,0,0
722,0,40,6,89175,2,0,1,152883,0,1,0
606,0,39,3,0,2,1,0,50560,1,0,0
603,0,39,5,162390,2,1,0,54702,0,0,1
506,0,59,3,190353,1,1,0,78365,0,1,0
715,1,21,8,0,2,1,0,68666,0,0,0
690,1,47,2,0,2,1,0,151375,0,0,0
644,0,40,10,139180,1,1,1,19959,0,0,0
589,1,36,8,114435,1,1,0,26955,0,0,0
592,0,66,5,149950,1,1,1,76267,0,0,0
632,1,42,4,126115,1,1,0,100998,0,0,0
577,0,59,7,111396,1,0,1,191070,0,1,0
588,1,30,3,115007,1,0,0,176858,0,0,0
617,1,54,6,102141,1,1,1,45325,0,0,0
668,0,36,3,133686,1,1,0,190958,1,0,1
810,1,32,9,120879,2,0,1,78896,0,0,0
767,1,47,5,0,1,1,0,121964,1,0,1
718,0,49,10,82321,1,0,1,11144,0,0,1
589,0,27,4,0,2,1,0,144181,0,0,1
778,1,33,5,116474,2,1,1,32757,0,0,1
724,0,34,3,132352,1,1,0,80320,0,0,0
477,0,39,4,182491,1,1,0,185830,0,1,0
580,1,34,6,0,2,1,1,160095,0,0,0
566,1,63,2,120787,2,1,1,52198,0,0,1
711,0,29,3,130181,2,1,0,31811,0,0,0
706,1,32,5,88348,2,1,1,104181,0,1,0
703,1,31,6,0,2,1,1,67667,0,0,1
679,1,39,2,146186,2,1,1,193974,0,1,0
603,1,32,7,0,1,1,0,198055,1,0,0
598,1,34,0,104488,1,0,1,43249,0,0,1
836,0,32,4,109196,2,1,0,55218,0,1,0
687,0,61,7,80538,1,1,0,131305,1,0,0
704,1,41,4,109026,2,1,1,43117,0,1,0
605,1,75,2,61319,1,0,1,186655,0,1,0
516,0,40,9,0,2,0,1,33266,0,0,0
572,0,39,2,0,2,1,1,555,0,0,0
557,1,42,6,177822,1,1,0,150944,1,0,0
443,1,59,4,110939,1,1,0,72846,1,1,0
604,1,25,7,165413,1,1,1,35279,0,1,0
483,1,27,1,77805,1,1,1,2101,0,0,0
702,1,50,3,0,2,0,0,94949,0,0,0
670,0,57,3,175575,2,1,0,99061,1,0,1
804,0,38,3,124197,1,1,0,74692,0,0,1
850,0,30,3,0,2,1,0,116692,0,0,0
554,0,39,10,160132,1,1,0,32824,0,0,0
588,0,37,7,70258,2,1,0,139607,0,1,0
758,1,32,4,162657,2,1,1,115525,0,1,0
787,1,43,0,132217,1,1,0,20955,1,1,0
582,1,25,9,148042,2,1,0,52341,0,0,1
633,0,33,4,92855,1,1,1,159813,0,0,1
766,1,47,9,129289,1,1,0,169935,1,1,0
564,1,37,9,100252,1,1,1,146033,0,0,1
602,1,37,3,107592,2,0,1,153122,0,0,1
649,1,39,3,113096,1,1,1,60335,0,0,0
679,0,40,7,0,2,1,1,163757,0,0,1
639,1,34,7,149940,2,0,0,156648,0,0,1
790,1,50,8,121438,1,1,1,176471,1,1,0
565,1,32,9,0,2,1,0,5388,0,0,0
478,0,50,2,0,1,0,1,93332,1,0,0
825,1,29,3,148874,2,0,1,71192,0,0,0
528,0,32,0,68138,1,1,1,170309,0,0,1
577,1,35,5,110080,1,1,1,109794,0,0,1
663,1,24,7,0,2,1,1,166310,0,0,0
505,0,25,5,114268,2,1,1,126728,0,1,0
633,1,29,6,117412,1,0,0,30338,0,1,0
586,0,38,6,0,2,1,1,37935,0,0,0
850,0,35,9,0,2,0,0,25329,0,0,0
629,0,37,1,35549,2,0,0,49676,0,1,0
744,1,56,9,0,2,1,1,169498,0,0,0
750,1,36,7,136492,3,1,1,26500,1,0,0
637,1,28,3,123675,1,1,1,166458,0,1,0
575,0,40,1,139532,1,1,0,181294,0,0,0
671,1,58,1,178713,1,1,1,21768,0,0,1
571,1,40,5,0,2,0,0,72849,0,0,0
590,1,41,1,89086,1,1,0,24499,0,0,0
619,1,38,3,96143,1,0,0,98994,0,0,1
640,0,30,5,32197,1,0,1,141446,0,1,0
670,1,38,7,0,2,1,1,77864,0,0,0
737,0,33,4,0,2,1,0,115115,0,0,0
555,1,32,10,0,2,0,1,168605,0,0,1
742,1,33,6,0,2,0,0,38550,0,0,0
618,0,40,0,140306,1,1,0,160618,1,1,0
560,0,35,1,0,2,1,0,3701,0,0,0
654,1,38,8,0,2,1,0,88659,0,0,0
787,0,42,2,74483,2,0,1,44273,0,1,0
611,0,53,7,0,2,0,1,156495,1,0,0
559,1,34,0,0,1,1,0,182988,0,0,1
481,1,37,8,152303,2,1,1,175082,0,0,0
753,1,32,5,159904,1,1,0,148811,0,1,0
675,1,32,1,0,3,1,0,85901,0,0,0
748,0,31,1,99557,1,1,0,199255,0,1,0
610,0,46,5,116886,1,0,0,107973,0,0,1
580,1,32,9,142188,2,0,1,128028,0,0,1
624,0,40,3,149961,2,1,0,104610,0,1,0
709,0,36,8,0,2,1,1,69676,0,0,0
605,0,34,2,0,1,0,0,35982,0,0,0
706,1,53,7,0,2,0,1,117939,0,0,1
567,1,40,8,28649,1,1,1,95140,0,0,1
747,0,21,4,81025,2,1,0,167682,0,0,0
664,1,57,1,0,2,1,1,56562,0,0,0
711,0,39,3,152462,1,1,0,90305,0,0,0
609,1,25,10,0,1,0,1,109895,0,0,0
632,1,28,7,155519,1,1,0,1843,0,0,1
725,0,36,1,118851,1,1,1,102747,0,0,0
850,0,34,9,92899,2,1,0,97465,0,0,0
682,1,40,4,0,1,0,1,105352,0,0,0
797,1,37,4,75263,1,1,0,85801,0,0,0
668,1,38,1,147904,1,1,1,69370,0,0,1
783,0,41,5,106640,1,1,0,176945,0,1,0
766,0,28,4,90696,1,0,1,21597,0,1,0
704,0,36,2,175509,2,1,0,152039,0,0,1
722,1,40,6,0,2,1,1,111893,0,0,0
692,0,34,7,0,2,1,0,195074,0,0,0
584,0,35,2,114321,2,0,0,15959,0,0,0
644,0,51,4,95560,1,0,0,72628,1,1,0
598,0,50,5,88379,3,0,1,64157,1,1,0
733,1,48,7,85915,1,1,1,23860,0,1,0
615,1,58,3,72309,1,1,1,85687,1,1,0
850,0,39,2,0,2,1,0,179451,0,0,0
521,1,43,8,0,1,1,1,93180,0,0,0
675,1,69,1,0,2,1,0,157097,0,0,0
746,1,58,3,0,3,1,1,80344,1,0,0
770,0,33,4,0,1,1,0,26080,1,0,0
618,1,30,3,133844,1,1,1,31406,0,0,0
556,1,36,7,154872,2,1,1,32044,0,0,0
749,0,27,9,0,2,1,0,132734,0,0,0
702,1,43,6,116121,1,1,0,61602,0,0,1
555,1,42,6,107104,1,1,1,41304,1,1,0
587,1,47,6,71026,1,1,0,57962,0,0,0
639,1,38,3,0,1,1,0,42862,0,0,0
643,1,33,4,0,2,1,1,152992,0,0,0
600,0,41,1,0,2,1,1,91193,0,0,0
651,1,53,7,0,2,1,1,130132,0,0,0
666,0,27,4,0,2,0,0,88751,0,0,0
520,0,39,6,145644,1,0,0,104118,0,0,0
650,0,50,7,129667,1,0,0,42028,0,0,1
564,1,33,3,109341,1,1,0,75632,0,1,0
586,1,64,1,0,2,1,1,53710,0,0,0
617,0,35,5,0,2,0,1,13066,0,0,0
712,0,30,6,0,2,1,0,152417,0,0,1
654,1,55,3,87485,1,1,1,3299,0,0,0
605,1,27,9,0,2,1,0,198091,0,0,0
491,0,36,0,53369,1,1,1,103934,0,0,0
707,0,35,9,0,2,1,1,70403,0,0,0
638,1,34,5,146679,1,1,0,102179,0,0,1
683,1,43,2,112499,2,1,0,30375,0,0,0
815,0,38,2,48387,1,1,0,184796,0,0,1
645,1,38,1,68079,1,0,1,166264,0,0,1
645,1,49,4,160133,1,0,1,88391,0,1,0
683,1,30,4,66190,1,1,1,115186,0,0,0
705,0,37,10,0,2,1,1,13935,1,0,0
647,1,35,4,123761,1,1,0,83910,0,0,0
786,0,33,0,122325,1,0,0,34712,1,1,0
534,1,41,9,0,2,1,0,13871,0,0,0
602,0,42,1,138912,1,1,1,139494,0,0,1
695,0,42,0,0,2,0,1,140724,0,0,0
553,0,25,7,128524,2,1,0,20682,0,1,0
516,0,31,3,0,2,1,0,124202,0,0,1
655,0,34,3,0,2,1,0,159638,0,0,0
849,0,49,9,132934,1,1,0,171056,1,1,0
520,1,43,3,150805,3,0,1,25333,1,1,0
568,0,46,3,0,2,1,1,29372,0,0,1
695,1,32,9,0,3,0,1,38533,0,0,1
807,0,28,7,165969,3,1,0,156122,1,0,1
642,0,36,2,124495,3,1,1,57904,1,1,0
703,1,39,1,141559,1,1,1,31257,1,1,0
556,1,38,2,114756,1,1,0,193214,0,0,0
585,0,30,6,0,2,1,1,137757,0,0,0
587,0,49,7,155393,2,1,0,13308,1,1,0
524,0,32,6,0,1,1,1,132861,1,0,1
556,0,31,1,128663,2,1,0,125083,0,1,0
504,1,44,4,113522,1,1,1,12405,0,0,1
731,0,26,3,0,2,1,0,37697,0,0,1
651,1,34,3,0,2,1,1,105599,0,0,0
675,0,40,8,79035,1,1,0,142783,1,0,1
657,0,22,6,0,3,0,1,168412,1,0,1
686,1,33,9,141918,2,0,1,184036,0,1,0
690,0,35,9,107944,2,0,0,48478,0,0,0
567,1,36,7,0,2,0,1,3896,0,0,0
557,1,57,1,120043,1,1,0,132370,1,1,0
446,0,45,10,125191,1,1,1,128260,1,0,1
850,1,31,1,96399,2,1,0,106534,0,0,0
637,1,41,2,0,2,0,1,102515,0,0,0
499,1,60,7,76961,2,1,1,83643,0,0,0
622,0,34,7,98675,1,1,0,138906,1,1,0
684,1,37,1,126817,2,1,1,29995,1,1,0
612,1,32,3,121394,1,1,0,164081,0,0,0
813,0,29,5,106059,1,0,0,187976,1,1,0
850,1,44,2,112755,2,0,0,158171,0,1,0
795,1,29,4,0,2,0,0,155711,0,0,1
628,0,55,7,0,3,1,0,85890,1,0,1
565,0,38,7,145400,2,1,1,83844,0,1,0
601,1,39,3,72647,1,1,0,41777,1,0,0
802,1,40,4,0,2,1,1,81908,0,0,1
614,0,37,6,96340,2,1,1,139377,1,1,0
434,1,55,6,0,1,0,1,73562,1,0,1
522,1,32,8,124450,2,1,1,165786,0,1,0
550,1,36,2,113877,2,1,0,174921,0,1,0
599,1,25,3,0,2,1,1,120790,0,0,1
493,0,36,5,148667,2,1,0,56092,0,0,0
755,1,34,3,0,2,1,1,158816,0,0,0
605,0,62,4,111065,2,0,1,125660,0,0,0
708,1,41,0,0,1,1,0,128400,0,0,0
699,1,44,8,158697,1,1,0,107181,0,0,0
763,0,53,4,0,1,1,0,77203,1,0,0
743,1,25,6,0,2,1,0,129740,0,0,1
660,0,48,0,90044,2,0,1,187604,1,0,0
619,1,38,10,84651,1,1,1,184754,0,1,0
739,1,32,3,102128,1,1,0,63981,1,1,0
769,1,60,9,148846,1,1,0,192831,1,1,0
692,1,69,10,154953,1,1,1,70849,0,0,0
560,0,30,0,108883,1,1,0,27914,0,0,0
607,0,48,4,112070,3,1,0,173568,1,0,0
630,1,29,6,131354,1,0,1,9324,1,1,0
767,0,45,7,132746,2,1,0,26628,1,1,0
543,0,34,8,0,2,0,1,145601,0,0,0
776,1,39,8,125211,2,1,0,144496,0,0,0
535,1,58,1,0,2,1,1,11779,1,0,1
549,1,36,6,139422,1,0,0,83983,1,1,0
844,0,28,4,0,2,0,1,123318,0,0,0
586,0,47,5,157099,2,1,1,65481,0,1,0
583,1,40,3,0,2,1,0,47728,0,0,0
701,1,26,5,83600,1,0,1,59195,0,0,1
726,1,28,2,0,1,0,0,98060,0,0,0
829,1,36,4,81795,2,1,0,90106,0,1,0
749,1,38,9,129378,1,1,1,13549,0,0,1
743,0,46,9,0,1,1,0,113436,0,0,0
619,0,56,7,0,2,1,1,42442,0,0,1
699,1,22,9,99339,1,1,0,68297,1,0,0
749,1,36,7,0,2,0,0,80134,0,0,1
600,0,29,6,74430,2,1,1,96051,0,1,0
760,1,38,3,91241,1,0,1,80682,0,0,1
528,1,32,2,99092,1,0,1,111149,0,1,0
630,0,26,5,0,2,1,0,182612,0,0,0
683,0,39,2,100062,2,1,0,109201,0,1,0
677,0,26,6,98723,1,0,1,151146,0,1,0
669,1,29,9,0,1,1,1,93901,0,0,1
693,1,43,6,128760,1,1,0,36342,0,0,0
612,0,52,5,144772,1,0,0,98302,1,0,1
719,1,44,4,0,1,0,0,84972,1,0,1
702,1,26,2,71281,1,1,1,108747,1,0,0
755,1,29,9,117035,1,1,1,21862,0,0,0
514,1,26,1,0,2,0,0,121551,0,0,0
753,0,40,0,3768,2,1,0,177065,1,0,0
548,0,36,2,108913,2,1,1,140460,0,1,0
850,1,28,2,101100,2,1,1,35337,0,1,0
612,0,38,7,110615,1,1,1,193502,0,0,0
628,1,33,8,152143,1,1,1,32174,0,1,0
479,1,47,6,121797,1,0,1,5811,1,0,0
724,0,41,5,109798,1,0,1,149593,0,0,0
512,1,41,7,122403,1,0,1,37439,1,1,0
638,0,43,3,145860,1,1,1,142763,1,0,0
834,1,40,7,0,2,0,0,45038,0,0,1
781,1,29,9,0,2,0,0,172097,0,0,0
707,0,48,7,105086,1,1,1,180344,1,1,0
670,1,22,2,114991,1,1,1,37392,0,0,0
663,0,33,8,96769,1,1,1,36864,0,0,1
624,0,23,5,0,2,0,0,132418,0,0,0
598,0,34,4,0,2,0,0,60894,0,0,0
619,1,23,5,132725,1,1,1,143913,0,1,0
792,0,70,3,0,2,1,1,172240,0,0,0
683,0,26,7,0,2,1,0,86619,0,0,0
691,0,33,6,0,2,1,0,164074,0,0,0
765,0,33,5,84557,1,1,1,69039,0,0,1
508,1,49,1,93817,2,1,1,132468,1,0,0
637,0,33,9,113913,1,0,1,65316,0,0,0
667,0,44,5,140406,2,0,1,57164,0,1,0
575,0,22,8,105229,1,1,1,34397,0,0,1
744,0,46,1,0,3,1,1,177431,1,0,1
567,0,41,9,137891,1,1,0,142009,1,0,0
502,0,35,6,0,2,1,1,80618,0,0,0
609,0,53,6,0,2,1,1,124218,0,0,0
715,1,37,9,165252,1,1,0,85286,0,0,0
541,1,32,8,0,2,0,0,40889,0,0,0
850,0,71,4,0,2,1,1,107236,0,0,0
595,1,23,7,0,2,1,1,168085,0,0,1
650,0,28,5,122034,3,0,1,146663,1,1,0
625,0,44,7,0,1,1,0,4791,0,0,0
817,1,59,1,118962,1,1,1,120819,0,0,0
526,1,49,2,0,1,1,0,114539,1,0,1
850,0,34,4,71379,2,1,1,154000,0,0,0
598,0,40,2,171178,1,1,0,137980,1,0,0
613,1,36,9,131307,1,0,0,83343,0,0,0
709,1,62,3,0,2,1,1,82195,0,0,1
678,0,27,5,87099,2,1,0,149550,0,0,1
720,1,71,5,183135,2,1,1,197688,0,0,0
662,1,26,0,0,2,0,1,72929,0,0,0
525,1,51,10,0,3,1,0,171045,1,0,0
662,1,31,3,0,2,0,1,27731,0,0,0
770,0,33,6,0,2,1,1,126131,0,0,0
721,0,33,4,72535,1,1,1,103931,0,0,1
633,1,58,2,128137,2,1,0,147635,1,1,0
701,1,51,9,0,2,0,0,61961,0,0,0
556,1,42,0,115915,2,0,1,125435,1,1,0
639,1,66,0,0,2,0,1,42240,0,0,0
632,1,50,2,0,2,0,0,57942,0,0,0
456,1,29,5,107000,1,1,1,153419,0,0,0
729,0,38,10,0,2,1,0,189727,0,0,1
632,0,34,2,0,2,0,0,165385,0,0,0
433,1,34,9,152806,1,1,0,19687,0,0,1
802,0,60,3,92887,1,1,0,39473,1,0,0
670,1,25,7,0,2,1,1,144723,0,0,0
738,0,40,6,114940,2,1,1,194895,1,1,0
706,1,34,0,140641,2,1,1,77271,0,1,0
592,0,70,5,71816,2,1,0,105096,1,1,0
522,0,41,7,0,2,0,1,176780,0,0,0
746,1,48,5,165282,1,1,0,153786,1,0,0
651,1,42,2,143145,2,1,0,43612,0,0,1
494,1,28,9,114731,2,0,1,79479,0,0,0
753,0,46,9,113909,3,1,0,92320,1,1,0
671,1,36,2,116695,1,0,0,193201,0,1,0
696,1,42,4,0,1,0,0,126353,1,0,0
577,1,43,3,0,2,1,1,135008,0,0,1
587,1,36,1,0,2,0,1,17135,0,0,0
712,1,37,7,93978,2,1,0,60651,0,1,0
498,1,35,2,121968,2,0,1,188343,0,1,0
660,1,37,2,97324,1,1,0,23291,0,0,0
678,1,29,6,0,2,1,0,64443,0,0,1
530,1,37,8,0,2,1,1,287,0,0,0
559,0,48,2,0,2,0,1,137961,0,0,0
624,1,42,3,145155,1,1,0,72169,1,0,0
592,1,28,5,137222,1,0,0,39608,0,0,0
